cid,district,subway,community_average
1111027376011,8,1,56690
1111027376012,10,1,106975
1111027376013,8,1,80645
1111027376014,7,1,57700
1111027376016,7,1,56893
1111027376017,7,1,50241
1111027376018,7,1,52265
1111027376019,7,1,54318
1111027376021,7,0,52938
1111027376022,7,1,62304
1111027376029,10,1,176279
1111027376030,10,1,123639
1111027376032,7,1,67798
1111027376033,11,0,54191
1111027376034,10,0,81467
1111027376036,7,0,40931
1111027376039,1,1,82623
1111027376042,1,1,101627
1111027376046,1,1,89520
1111027376048,1,1,66347
1111027376051,8,0,60502
1111027376053,10,1,98437
1111027376059,7,1,62091
1111027376061,7,1,62180
1111027376065,1,1,118729
1111027376066,1,0,108524
1111027376070,7,1,86204
1111027376071,10,1,107008
1111027376072,10,1,123897
1111027376078,8,1,80041
1111027376090,8,0,64451
1111027376091,11,1,37617
1111027376093,7,1,76558
1111027376094,7,1,72181
1111027376095,7,1,65357
1111027376096,7,1,65929
1111027376097,7,0,61280
1111027376098,7,0,57483
1111027376100,7,1,61250
1111027376101,8,1,132223
1111027376104,6,0,65465
1111027376109,7,1,33039
1111027376113,8,1,95162
1111027376122,8,1,80323
1111027376123,10,1,59015
1111027376127,7,1,76292
1111027376129,7,1,74926
1111027376136,8,1,74522
1111027376139,8,1,69804
1111027376146,10,1,90960
1111027376148,10,0,83424
1111027376153,8,1,75490
1111027376154,8,0,89849
1111027376159,8,0,76783
1111027376165,8,0,65768
1111027376169,8,1,67917
1111027376170,10,1,89152
1111027376171,10,1,101791
1111027376172,10,1,102814
1111027376173,10,1,98534
1111027376174,10,1,48538
1111027376175,10,1,99983
1111027376177,10,1,98249
1111027376178,10,1,91474
1111027376179,10,1,95969
1111027376180,10,1,109252
1111027376181,10,1,125847
1111027376182,10,1,109411
1111027376183,10,1,97413
1111027376184,10,1,99579
1111027376186,10,1,90816
1111027376187,10,1,97184
1111027376188,10,1,97344
1111027376189,10,1,110027
1111027376190,10,1,100448
1111027376191,10,1,97927
1111027376193,6,0,34249
1111027376194,6,0,46303
1111027376195,1,1,98871
1111027376200,10,1,93732
1111027376202,7,1,75993
1111027376204,7,1,77607
1111027376211,1,1,59015
1111027376212,1,1,122170
1111027376214,1,1,103730
1111027376219,7,1,65597
1111027376228,7,1,54948
1111027376229,7,1,58678
1111027376231,7,1,54920
1111027376233,7,1,55075
1111027376234,7,1,51791
1111027376235,7,0,50132
1111027376241,10,1,98860
1111027376242,10,1,110516
1111027376244,7,1,56021
1111027376247,10,0,110308
1111027376248,10,1,59015
1111027376250,6,0,36090
1111027376252,6,0,37883
1111027376253,7,0,40471
1111027376254,7,1,46667
1111027376255,7,0,52306
1111027376257,7,1,60785
1111027376259,7,1,51678
1111027376260,7,0,50643
1111027376264,10,0,129351
1111027376275,10,1,59848
1111027376276,7,1,56356
1111027376277,7,1,60098
1111027376278,8,1,90138
1111027376280,7,1,75074
1111027376284,1,1,88540
1111027376285,10,0,59015
1111027376286,10,0,59015
1111027376287,10,0,59015
1111027376289,10,1,93614
1111027376290,10,1,91292
1111027376294,10,0,85930
1111027376296,10,1,91041
1111027376297,10,0,59015
1111027376298,1,1,95189
1111027376301,7,0,54836
1111027376302,7,0,53659
1111027376303,7,0,54817
1111027376304,7,1,51116
1111027376305,9,0,48277
1111027376306,1,1,88580
1111027376307,7,1,50697
1111027376309,7,1,48886
1111027376310,9,1,43010
1111027376313,2,0,48528
1111027376314,10,1,105832
1111027376315,7,1,84090
1111027376321,7,1,86612
1111027376323,7,1,90506
1111027376325,1,1,59015
1111027376326,6,0,42374
1111027376334,11,0,45099
1111027376335,1,1,59015
1111027376337,10,1,84519
1111027376338,10,1,100252
1111027376341,10,1,97488
1111027376344,10,1,98271
1111027376345,10,1,89871
1111027376353,1,1,81849
1111027376354,7,0,46072
1111027376355,10,1,91130
1111027376358,6,1,45508
1111027376359,10,1,103858
1111027376361,8,1,89256
1111027376362,8,0,86687
1111027376363,8,1,81990
1111027376366,10,1,108413
1111027376382,10,1,86709
1111027376385,7,0,40311
1111027376394,4,0,44170
1111027376401,7,1,57710
1111027376402,2,1,58108
1111027376404,10,1,92576
1111027376405,10,1,101523
1111027376407,10,1,130295
1111027376416,8,1,83846
1111027376419,10,1,97697
1111027376424,2,1,57313
1111027376426,2,1,56442
1111027376433,6,0,31862
1111027376436,2,0,54824
1111027376438,3,1,42943
1111027376439,8,1,97360
1111027376441,4,1,46505
1111027376447,8,1,67774
1111027376448,8,1,96795
1111027376456,1,1,99153
1111027376459,1,1,112331
1111027376461,7,1,54961
1111027376465,7,0,59654
1111027376466,2,1,90048
1111027376467,6,1,37050
1111027376468,8,1,84024
1111027376471,7,1,103076
1111027376473,2,1,59414
1111027376474,7,0,52258
1111027376481,10,1,91507
1111027376484,2,1,58741
1111027376486,10,1,114296
1111027376488,10,1,45804
1111027376491,7,1,61421
1111027376493,1,1,97466
1111027376495,1,1,96284
1111027376498,1,1,116232
1111027376499,1,1,109686
1111027376500,1,1,101318
1111027376502,1,1,126398
1111027376503,1,1,114033
1111027376504,1,1,128668
1111027376507,11,1,46318
1111027376510,6,1,29023
1111027376511,8,0,92672
1111027376512,6,1,40077
1111027376515,6,1,38375
1111027376516,6,1,37201
1111027376517,6,1,40293
1111027376521,1,1,142742
1111027376524,10,1,83020
1111027376529,2,1,64123
1111027376530,2,1,58737
1111027376531,7,0,67053
1111027376532,1,1,78593
1111027376534,11,1,39787
1111027376538,7,1,77867
1111027376540,7,1,46655
1111027376542,10,0,83772
1111027376543,10,0,87843
1111027376551,1,1,78286
1111027376554,7,0,53661
1111027376555,8,0,73200
1111027376564,10,1,106865
1111027376565,6,0,36650
1111027376566,6,0,38520
1111027376567,2,1,57634
1111027376568,6,0,36436
1111027376569,10,1,66143
1111027376570,7,1,68910
1111027376571,1,1,89744
1111027376572,11,0,40933
1111027376585,8,0,89521
1111027376593,8,1,91462
1111027376599,1,1,96040
1111027376600,7,1,57991
1111027376601,1,1,87048
1111027376602,8,1,89992
1111027376606,8,0,86004
1111027376610,8,1,101934
1111027376611,8,1,88754
1111027376613,8,0,87590
1111027376614,8,0,83338
1111027376623,10,0,59015
1111027376625,8,0,55321
1111027376626,1,1,97830
1111027376634,7,0,51085
1111027376635,2,0,48789
1111027376636,10,1,97105
1111027376638,10,1,78504
1111027376641,10,0,59015
1111027376646,8,1,78256
1111027376648,7,1,73442
1111027376649,7,1,68352
1111027376650,7,1,63426
1111027376652,1,1,93106
1111027376653,10,0,59015
1111027376655,10,0,77554
1111027376656,10,0,59015
1111027376657,7,1,49667
1111027376659,7,0,60038
1111027376660,7,1,52458
1111027376661,7,1,52918
1111027376662,7,1,54507
1111027376663,7,1,47553
1111027376664,7,1,54945
1111027376665,1,1,72429
1111027376666,1,1,114157
1111027376667,1,1,94542
1111027376668,7,1,75870
1111027376669,1,1,96977
1111027376670,1,1,106634
1111027376673,7,1,42160
1111027376675,7,0,55778
1111027376676,1,1,92427
1111027376678,7,0,45177
1111027376679,7,0,60013
1111027376680,7,0,41805
1111027376681,7,0,46142
1111027376682,7,0,44670
1111027376683,7,0,44510
1111027376686,8,1,94597
1111027376687,7,1,58126
1111027376689,6,1,43655
1111027376690,7,1,61178
1111027376692,10,1,128623
1111027376697,10,0,87885
1111027376698,10,1,92676
1111027376699,10,1,92638
1111027376702,10,1,66200
1111027376712,1,0,63114
1111027376714,2,0,38925
1111027376717,10,0,81457
1111027376718,10,0,87088
1111027376719,10,0,86953
1111027376720,10,0,77781
1111027376721,10,0,78990
1111027376723,12,0,36358
1111027376726,4,1,37374
1111027376727,7,1,66036
1111027376735,1,0,66495
1111027376741,2,1,55915
1111027376742,1,1,59015
1111027376743,11,1,49350
1111027376744,11,0,49897
1111027376748,1,1,117682
1111027376754,10,1,96357
1111027376757,10,1,139641
1111027376758,9,0,58689
1111027376759,10,1,98370
1111027376761,1,1,110027
1111027376762,1,1,59015
1111027376763,1,1,99729
1111027376764,1,1,107022
1111027376768,7,1,66753
1111027376769,1,1,106452
1111027376770,1,1,59015
1111027376771,10,1,91962
1111027376778,6,1,53456
1111027376786,2,0,43332
1111027376787,10,1,106314
1111027376788,6,0,47772
1111027376789,7,1,65985
1111027376790,4,0,46692
1111027376792,7,1,76209
1111027376794,1,1,56478
1111027376795,8,0,70486
1111027376814,2,1,57556
1111027376819,7,1,73341
1111027376820,7,1,77040
1111027376821,7,1,87329
1111027376824,7,0,45406
1111027376825,10,1,59015
1111027376826,7,0,35943
1111027376827,7,1,66983
1111027376828,1,1,86671
1111027376831,7,1,64195
1111027376833,10,1,59015
1111027376834,11,0,30000
1111027376835,10,1,120269
1111027376836,1,1,104241
1111027376839,7,1,55868
1111027376840,7,1,52723
1111027376841,7,1,43322
1111027376842,7,1,44000
1111027376843,7,1,41998
1111027376849,7,1,70921
1111027376856,11,1,42649
1111027376862,1,1,75365
1111027376864,7,0,48316
1111027376865,7,1,50306
1111027376866,7,1,56533
1111027376867,7,1,49652
1111027376868,7,1,48075
1111027376870,7,1,49260
1111027376871,7,1,43502
1111027376872,7,0,48740
1111027376873,10,1,132635
1111027376874,6,0,37896
1111027376876,6,0,38020
1111027376877,6,1,40863
1111027376879,1,1,59015
1111027376881,1,0,59015
1111027376882,1,1,101465
1111027376884,6,0,37478
1111027376886,1,1,59015
1111027376889,1,1,61681
1111027376890,10,1,104532
1111027376895,7,1,73688
1111027376896,8,1,72311
1111027376899,1,1,102139
1111027376900,1,1,95638
1111027376907,8,1,75858
1111027376909,7,1,54616
1111027376911,8,1,70141
1111027376915,7,1,61931
1111027376916,1,1,78508
1111027376918,1,1,81362
1111027376920,10,1,59015
1111027376922,1,1,59015
1111027376925,10,1,148769
1111027376927,10,1,59015
1111027376929,2,1,50645
1111027376931,1,1,118435
1111027376940,8,0,87534
1111027376947,6,0,29838
1111027376948,6,0,30972
1111027376949,6,0,28181
1111027376950,6,0,35031
1111027376959,8,1,117529
1111027376961,7,1,63012
1111027376963,2,1,52097
1111027376966,2,1,50273
1111027376967,2,1,48883
1111027376970,7,1,70305
1111027376971,8,1,56608
1111027376974,7,0,65718
1111027376979,7,1,75528
1111027376981,7,0,60966
1111027376983,7,1,63657
1111027376986,2,1,50684
1111027376988,2,1,54571
1111027376991,1,1,59499
1111027376996,10,1,92532
1111027376997,6,0,52466
1111027377000,7,1,45332
1111027377001,7,0,47699
1111027377007,8,1,58183
1111027377011,10,1,108448
1111027377013,6,0,44883
1111027377014,6,0,47733
1111027377016,1,1,49770
1111027377017,10,1,119449
1111027377018,10,0,107453
1111027377019,10,1,136073
1111027377020,7,1,44680
1111027377021,7,1,51007
1111027377023,1,1,78197
1111027377024,2,1,62947
1111027377025,7,0,47736
1111027377036,8,0,82347
1111027377050,7,1,55275
1111027377051,7,1,64602
1111027377052,7,1,106925
1111027377053,3,0,36545
1111027377054,3,0,54842
1111027377057,7,1,70894
1111027377058,7,1,73287
1111027377059,7,1,76305
1111027377060,7,1,68844
1111027377061,8,0,85478
1111027377065,9,1,44300
1111027377066,9,1,42930
1111027377067,9,1,42944
1111027377070,8,0,97294
1111027377073,1,1,122763
1111027377074,1,1,104557
1111027377075,1,1,59015
1111027377076,1,1,121724
1111027377077,1,1,123223
1111027377078,1,1,59015
1111027377080,7,1,59950
1111027377081,7,1,83975
1111027377088,7,0,44672
1111027377089,6,0,47487
1111027377090,2,0,58853
1111027377095,4,0,52370
1111027377099,1,1,107682
1111027377102,7,1,41753
1111027377103,7,0,41390
1111027377106,2,1,49293
1111027377111,10,0,85290
1111027377117,10,0,79710
1111027377124,8,0,69369
1111027377126,10,1,107754
1111027377128,7,0,52254
1111027377131,7,1,69706
1111027377133,7,1,66280
1111027377139,1,1,100553
1111027377140,1,1,97616
1111027377141,1,1,101558
1111027377143,10,0,84672
1111027377145,8,1,69883
1111027377146,10,1,135995
1111027377149,9,0,55180
1111027377152,7,1,73741
1111027377153,7,1,54188
1111027377154,7,1,59536
1111027377157,7,1,63185
1111027377158,7,1,50884
1111027377162,8,1,98181
1111027377164,13,1,38883
1111027377166,13,0,40113
1111027377168,13,1,42884
1111027377169,7,0,60877
1111027377170,2,1,52394
1111027377171,7,1,33939
1111027377172,7,1,64444
1111027377174,9,0,63657
1111027377176,7,1,53226
1111027377179,10,1,102282
1111027377182,7,1,58438
1111027377184,4,1,45296
1111027377189,10,1,113538
1111027377190,1,1,34443
1111027377191,6,0,54857
1111027377196,10,1,144524
1111027377203,2,1,59645
1111027377207,2,0,47814
1111027377211,11,0,43196
1111027377214,7,1,31686
1111027377217,6,0,36912
1111027377222,6,0,38062
1111027377223,8,0,77151
1111027377225,1,1,96969
1111027377228,7,1,45052
1111027377229,6,0,37918
1111027377231,7,1,48890
1111027377233,10,1,119435
1111027377234,1,1,56427
1111027377245,7,0,66919
1111027377261,10,1,70262
1111027377262,2,1,59703
1111027377263,2,0,71559
1111027377266,2,1,51147
1111027377276,2,1,53301
1111027377281,7,1,70650
1111027377284,11,1,41048
1111027377289,6,1,34346
1111027377291,7,1,77927
1111027377292,7,1,84282
1111027377293,7,1,74411
1111027377294,7,1,89261
1111027377295,7,1,85938
1111027377296,7,1,76388
1111027377297,7,1,53106
1111027377298,7,0,51252
1111027377299,7,1,91698
1111027377301,2,0,54673
1111027377305,10,1,45254
1111027377312,1,1,79511
1111027377314,10,1,69362
1111027377317,7,1,85059
1111027377318,7,1,40470
1111027377319,8,0,59972
1111027377325,7,1,53538
1111027377326,8,0,61273
1111027377327,10,1,119949
1111027377328,7,0,78713
1111027377329,5,1,31088
1111027377330,4,0,35885
1111027377332,8,1,96480
1111027377333,7,0,58976
1111027377334,6,0,54892
1111027377336,8,1,66933
1111027377342,7,1,56798
1111027377343,13,1,54715
1111027377345,10,1,79816
1111027377346,7,1,54729
1111027377349,10,1,59015
1111027377350,10,0,146874
1111027377351,1,1,84031
1111027377352,7,1,58282
1111027377354,7,1,59070
1111027377356,8,1,101916
1111027377357,7,1,61520
1111027377358,7,1,56983
1111027377361,4,0,52753
1111027377362,4,0,49073
1111027377363,4,0,55358
1111027377364,7,1,58885
1111027377367,7,0,59488
1111027377369,7,1,56583
1111027377370,7,1,59440
1111027377372,7,1,58919
1111027377374,10,0,59015
1111027377375,8,0,51449
1111027377376,5,1,30846
1111027377378,7,1,92196
1111027377381,7,1,58572
1111027377384,7,1,64181
1111027377385,7,1,67899
1111027377388,2,0,79885
1111027377390,1,1,69605
1111027377399,1,1,59015
1111027377400,1,1,79422
1111027377401,7,0,43397
1111027377405,2,0,51741
1111027377406,1,1,63876
1111027377407,7,1,64560
1111027377408,7,1,55616
1111027377409,7,1,73126
1111027377410,7,1,68153
1111027377411,1,1,67927
1111027377412,1,1,62467
1111027377413,1,1,65928
1111027377416,7,1,43307
1111027377418,6,0,44780
1111027377422,8,1,90260
1111027377424,8,1,128755
1111027377425,7,1,51746
1111027377430,13,1,50837
1111027377435,1,1,98739
1111027377437,7,1,58245
1111027377440,10,1,88019
1111027377441,13,1,47930
1111027377448,7,1,76285
1111027377451,13,0,49442
1111027377453,7,0,51522
1111027377454,7,1,53114
1111027377455,7,1,61368
1111027377456,7,1,61117
1111027377457,7,1,40018
1111027377458,7,0,50038
1111027377461,7,1,55082
1111027377462,7,1,66252
1111027377463,7,1,54988
1111027377464,7,0,52048
1111027377466,7,1,57361
1111027377467,7,0,52816
1111027377468,7,0,55708
1111027377469,7,1,52012
1111027377474,7,1,46480
1111027377475,7,1,69261
1111027377480,7,0,68537
1111027377484,7,1,90017
1111027377485,2,0,61773
1111027377486,8,0,62382
1111027377490,2,1,47552
1111027377493,2,1,51991
1111027377494,2,1,48415
1111027377496,8,0,62145
1111027377498,8,0,64432
1111027377499,1,1,82541
1111027377501,1,1,82323
1111027377502,1,1,73976
1111027377503,7,1,62758
1111027377507,2,1,36432
1111027377509,2,1,56242
1111027377510,7,0,71193
1111027377512,7,0,67738
1111027377513,7,1,76025
1111027377518,10,1,123501
1111027377521,7,1,39509
1111027377523,8,0,63244
1111027377528,7,1,76529
1111027377530,8,0,65533
1111027377531,8,0,67922
1111027377532,2,0,41507
1111027377534,2,0,52046
1111027377539,2,1,51467
1111027377543,6,0,45281
1111027377548,1,1,63088
1111027377550,7,1,98889
1111027377551,7,1,57934
1111027377553,6,0,49861
1111027377555,6,0,50000
1111027377557,6,0,45724
1111027377563,7,1,72082
1111027377566,6,1,52197
1111027377568,1,1,59015
1111027377570,10,1,74306
1111027377575,5,0,33783
1111027377578,5,0,34373
1111027377581,6,1,57479
1111027377582,9,0,45958
1111027377585,10,0,76091
1111027377586,6,1,53549
1111027377588,7,1,71180
1111027377589,7,0,73113
1111027377590,7,0,42290
1111027377591,7,0,43729
1111027377592,7,0,49135
1111027377595,7,1,75559
1111027377597,7,0,84945
1111027377604,7,1,84715
1111027377605,10,1,110955
1111027377614,1,1,97111
1111027377627,6,0,53125
1111027377629,7,0,48868
1111027377631,1,1,72245
1111027377632,8,1,114029
1111027377634,7,1,56752
1111027377641,10,1,104115
1111027377642,10,0,83936
1111027377648,2,0,68026
1111027377655,7,0,72832
1111027377660,4,0,38841
1111027377664,7,1,60964
1111027377665,7,0,67501
1111027377669,7,1,60587
1111027377676,7,1,72452
1111027377677,7,0,72283
1111027377678,7,1,85231
1111027377679,7,1,83083
1111027377680,7,0,81428
1111027377681,7,0,95535
1111027377692,2,0,62697
1111027377694,2,0,60049
1111027377698,2,0,60007
1111027377702,8,1,108638
1111027377704,10,1,98957
1111027377707,11,0,44501
1111027377713,7,1,81698
1111027377715,7,0,54914
1111027377717,8,1,87420
1111027377718,6,1,47958
1111027377720,6,1,55131
1111027377721,6,1,43544
1111027377722,10,0,81221
1111027377723,1,1,71466
1111027377736,7,1,115414
1111027377738,1,1,72246
1111027377740,7,1,95184
1111027377741,7,1,87553
1111027377745,7,1,70165
1111027377747,1,1,59015
1111027377748,6,1,56236
1111027377750,6,0,57480
1111027377751,6,0,56238
1111027377752,6,0,39177
1111027377753,6,0,84543
1111027377754,6,0,77508
1111027377756,6,0,75164
1111027377758,6,0,56117
1111027377759,6,0,73623
1111027377763,10,0,79030
1111027377765,10,0,81258
1111027377766,10,0,84454
1111027377768,7,0,63584
1111027377769,7,1,83273
1111027377770,1,1,79938
1111027377774,7,1,49781
1111027377776,6,0,57290
1111027377780,8,1,80206
1111027377781,7,1,52924
1111027377784,7,0,66128
1111027377788,8,1,89975
1111027377789,8,0,76569
1111027377794,12,0,36923
1111027377797,7,1,46484
1111027377798,7,0,81392
1111027377799,7,0,81853
1111027377800,11,1,42519
1111027377801,11,1,44842
1111027377802,1,1,113855
1111027377804,11,0,40026
1111027377805,7,1,53656
1111027377806,7,0,78260
1111027377807,7,0,42508
1111027377808,7,1,57901
1111027377809,6,1,24224
1111027377813,7,1,66892
1111027377814,7,1,69318
1111027377816,1,1,59015
1111027377818,8,0,91180
1111027377819,7,0,37419
1111027377820,7,1,71842
1111027377824,8,1,96798
1111027377826,9,1,56659
1111027377835,1,1,99662
1111027377839,7,0,79320
1111027377842,7,0,76054
1111027377844,2,0,43463
1111027377853,10,0,113541
1111027377854,10,0,75058
1111027377856,10,0,101931
1111027377871,7,0,73469
1111027377875,10,0,47557
1111027377876,11,0,41142
1111027377879,13,0,47194
1111027377882,13,0,35734
1111027377883,11,1,38615
1111027377884,10,1,134917
1111027377889,9,0,49964
1111027377890,10,1,178672
1111027377891,6,0,48852
1111027377892,6,1,47153
1111027377893,11,0,43663
1111027377897,3,0,45728
1111027377905,8,1,85761
1111027377915,8,1,67932
1111027377917,6,1,41887
1111027377920,10,1,131786
1111027377922,1,1,95102
1111027377923,1,1,90620
1111027377927,7,1,40971
1111027377930,7,1,52999
1111027377932,1,1,87411
1111027377935,1,0,93124
1111027377936,12,0,39994
1111027377937,11,0,45161
1111027377938,7,1,62476
1111027377940,6,1,38647
1111027377941,10,1,96989
1111027377942,2,1,52774
1111027377943,6,0,37961
1111027377944,6,1,37402
1111027377945,6,0,35386
1111027377946,6,1,37382
1111027377947,6,1,43190
1111027377950,6,0,47698
1111027377953,6,1,45149
1111027377954,6,1,43429
1111027377956,6,1,40004
1111027377957,3,1,54282
1111027377959,7,1,51610
1111027377960,7,1,56356
1111027377970,1,1,73525
1111027377971,1,1,70364
1111027377981,2,1,58192
1111027377987,10,1,121734
1111027377988,1,1,62691
1111027377990,7,1,66766
1111027377991,7,1,56638
1111027377992,7,1,66888
1111027377994,4,0,41324
1111027377996,6,1,47677
1111027377999,1,1,117042
1111027378000,1,1,120817
1111027378001,1,1,143596
1111027378004,7,1,54582
1111027378005,7,0,58984
1111027378006,7,1,79557
1111027378007,7,1,58935
1111027378009,10,1,91091
1111027378010,7,1,60578
1111027378011,6,0,33858
1111027378014,3,1,58612
1111027378015,13,0,37328
1111027378021,7,1,41165
1111027378022,1,1,106452
1111027378023,10,1,133455
1111027378024,10,1,132045
1111027378025,10,1,138746
1111027378026,10,1,116074
1111027378029,10,1,87104
1111027378031,10,1,122738
1111027378035,10,1,97691
1111027378040,10,1,97655
1111027378043,10,1,103409
1111027378044,7,1,63555
1111027378045,2,1,71463
1111027378047,10,1,99346
1111027378049,10,1,99267
1111027378050,10,1,97063
1111027378054,7,0,44274
1111027378058,9,0,51471
1111027378061,7,1,89497
1111027378062,1,1,143613
1111027378063,1,1,93927
1111027378069,7,1,74468
1111027378071,7,1,61239
1111027378073,10,1,89617
1111027378078,1,1,77356
1111027378082,2,0,60793
1111027378090,1,0,85734
1111027378091,1,0,80721
1111027378092,1,0,92380
1111027378093,1,0,81561
1111027378094,1,0,84947
1111027378095,1,0,83841
1111027378096,1,0,78729
1111027378097,1,0,83573
1111027378098,8,1,53639
1111027378100,7,1,71106
1111027378102,7,1,45932
1111027378107,1,1,73675
1111027378109,6,1,46308
1111027378110,6,1,41560
1111027378111,6,1,40638
1111027378112,6,1,44326
1111027378113,6,0,43210
1111027378114,6,1,41629
1111027378116,7,1,63918
1111027378118,10,1,118496
1111027378119,4,1,38263
1111027378122,6,1,48527
1111027378128,8,0,69655
1111027378129,1,1,70081
1111027378130,10,1,143580
1111027378131,6,0,49144
1111027378132,10,1,113563
1111027378133,10,1,102573
1111027378136,13,1,45162
1111027378137,6,1,53740
1111027378138,6,1,48298
1111027378139,6,1,49242
1111027378146,8,1,81308
1111027378149,4,0,30673
1111027378150,4,0,46232
1111027378159,6,0,41411
1111027378160,6,0,37735
1111027378161,6,0,46642
1111027378162,6,0,50903
1111027378163,7,0,77395
1111027378164,6,0,59015
1111027378165,6,1,47674
1111027378166,6,0,46059
1111027378168,6,0,45733
1111027378170,8,1,61954
1111027378174,4,1,40927
1111027378178,11,0,42490
1111027378182,7,1,64765
1111027378183,7,0,69439
1111027378184,7,1,70481
1111027378185,3,0,51427
1111027378187,10,1,107635
1111027378189,10,1,59015
1111027378190,10,1,71195
1111027378192,7,0,42812
1111027378193,7,1,55746
1111027378197,8,1,127430
1111027378200,10,1,80885
1111027378205,11,1,44910
1111027378207,6,1,42878
1111027378208,6,1,41355
1111027378209,6,1,42044
1111027378210,2,1,55099
1111027378211,6,0,39052
1111027378212,6,1,37700
1111027378213,6,0,39995
1111027378215,6,0,42145
1111027378216,10,1,128489
1111027378219,10,1,90172
1111027378220,10,1,91793
1111027378223,13,1,38243
1111027378224,8,1,71309
1111027378226,6,1,50663
1111027378230,8,1,74710
1111027378232,7,1,59630
1111027378234,6,1,52980
1111027378235,6,1,46352
1111027378236,2,0,64575
1111027378240,1,1,102831
1111027378241,7,1,52182
1111027378243,4,0,34068
1111027378245,7,1,71853
1111027378246,2,1,64661
1111027378247,7,1,61195
1111027378248,10,0,129541
1111027378251,11,0,46086
1111027378253,8,1,89952
1111027378254,8,1,91201
1111027378257,1,1,137036
1111027378258,7,1,59606
1111027378259,8,0,64316
1111027378261,7,1,57625
1111027378263,8,1,79366
1111027378266,8,0,81208
1111027378268,6,0,65811
1111027378270,2,1,51318
1111027378272,1,1,62487
1111027378276,9,0,72074
1111027378278,9,0,64797
1111027378282,8,1,71385
1111027378283,7,1,65170
1111027378284,7,1,61392
1111027378302,2,1,54338
1111027378305,7,1,65820
1111027378308,6,0,42786
1111027378309,6,0,41055
1111027378310,6,0,41888
1111027378315,10,1,107807
1111027378317,6,0,44944
1111027378318,8,0,60019
1111027378320,7,0,92387
1111027378321,10,1,93736
1111027378323,10,1,76650
1111027378324,10,1,99247
1111027378326,10,0,79259
1111027378327,10,1,75337
1111027378328,10,0,75112
1111027378330,10,1,78122
1111027378331,10,1,82214
1111027378332,10,1,91299
1111027378335,10,1,82437
1111027378336,7,1,52870
1111027378338,1,1,59015
1111027378339,8,0,85418
1111027378340,13,0,39895
1111027378347,8,1,79553
1111027378348,8,0,112353
1111027378350,7,1,59025
1111027378355,10,1,73001
1111027378359,4,0,37362
1111027378360,8,1,74745
1111027378361,8,1,68063
1111027378362,8,1,100694
1111027378365,7,1,48510
1111027378367,7,1,59307
1111027378369,7,0,49012
1111027378372,2,1,49765
1111027378373,13,0,31536
1111027378374,13,0,31282
1111027378379,7,1,50133
1111027378380,7,1,56764
1111027378381,7,1,53315
1111027378383,7,1,42064
1111027378385,2,1,64652
1111027378386,4,0,44850
1111027378389,1,1,128851
1111027378391,1,1,109937
1111027378396,6,0,36014
1111027378397,9,0,39694
1111027378400,9,0,44074
1111027378401,9,0,39314
1111027378402,9,0,42744
1111027378404,6,0,70498
1111027378405,7,0,55740
1111027378407,7,0,34875
1111027378409,8,1,83520
1111027378411,7,1,26611
1111027378414,8,0,51668
1111027378415,6,0,40090
1111027378416,1,1,92626
1111027378417,1,1,97882
1111027378418,1,1,85466
1111027378419,10,1,100053
1111027378422,8,0,61080
1111027378423,10,1,99350
1111027378426,1,1,59015
1111027378427,8,1,62825
1111027378433,6,0,38712
1111027378435,7,0,70113
1111027378436,10,0,73683
1111027378437,1,1,59015
1111027378438,1,1,77087
1111027378440,7,1,67803
1111027378442,8,0,81024
1111027378444,8,1,94490
1111027378448,1,1,93375
1111027378456,2,0,38845
1111027378457,7,1,73291
1111027378459,1,1,67987
1111027378463,10,0,71216
1111027378465,10,1,89144
1111027378467,10,1,129547
